6	0071592196	01700	02182014	00	0000000486	0000000003094436	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
8	0071592196	01700	02182014	03	0000000002	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
1	000000000-3412341315	1111123412341315   	717800000071592196                      	10252005	10252005	        	11062014	2	0000000000200000	3	01062012	0000000000100000	1	1111432143217040   	                                                  	M111111                                                                     	00000000	00000000	0000000000200000	02	  	        	0	0	                          	0	  	        	0	00	0	0	2	        	        	0000000000000000	                   	  	M EDWARDS                                         	BARCLAYS BANK PLC                                 	01062012	        	00000                     	                          	V6BBM                     	
1	000000000-2143217040	1111432143217040   	717800000071592196                      	10252005	10252005	        	02062019	2	0000000000250000	3	05172007	0000000000000000	0	                   	                                                  	01026167                                                                    	00000000	00000000	0000000000250000	02	  	        	0	0	                          	0	  	        	0	00	0	0	1	        	        	0000000000000000	                   	  	BARCLAYS BANK PLC                                 	                                                  	05172007	11072009	00000                     	                          	V6BBM                     	
9	0071592196	01700	02182014	03	0000000002	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
8	0071592196	01700	02182014	04	0000000002	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
1	0071592196	1111123412341315    	717800000071592196                      	LOGAN               	MCNEIL              	PO BOX 3000                             	TEESDALE BUSINESS PARK                  	STOCKTON ON TEES    	    	00826	TS17 6YG      	                                        	              	1604258389    	1642663657    	                    	        	                                                                                                                                	                          	                          	                          	21001     	              	                              	                   	                    	                	                          	                	                          	                          	                          	                          	
1	0071592196	1111432143217040    	717800000071592196                      	BARCLAYCARD BUSINESS	                    	PO BOX 3000                             	TEESDALE BUSINESS PARK                  	STOCKTON ON TEES    	    	00826	TS17 6YG      	                                        	              	1642663890    	1642663657    	                    	        	VIKKI.ALLAM@BARCLAYCARD.CO.UK                                                                                                   	                          	                          	                          	TESTPASS  	              	                              	                   	                    	                	                          	                	                          	                          	                          	                          	
9	0071592196	01700	02182014	04	0000000002	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
8	0071592196	01700	02182014	05	0000000010	0000000003094436	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
1	1111123412341315   	02182014	74929004048000178934823 	0492053170	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000035207	0000000000035207	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	LID 	           123456789	15 INVOICE F             	              	0000000000004592	0000000000000000	1 	111156ABC                                         	15 INVOICE F                                                                	2053	0	1	  	TR4048634550081 	1111123412341315   74929004048000178934823 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000278934830 	0492053180	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000006000	0000000000006000	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	LID 	           123456789	15 INVOICE G             	              	0000000000000000	0000000000000000	1 	111156ABC                                         	15 INVOICE G                                                                	2053	0	1	  	TR4048634550082 	1111123412341315   74929004048000278934830 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000378934847 	0492054260	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000038082	0000000000038082	00826	4511	11	02172014	00826	0000000000000000	0000000000000000	 	        	LID 	           123456789	15 CRDNOTE H             	              	0000000000004967	0000000000000000	1 	111156ABC                                         	15 CRDNOTE H                                                                	2054	0	1	  	TR4048634550083 	1111123412341315   74929004048000378934847 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000478934853 	0492053190	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000003500	0000000000003500	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	LID 	           123456789	15 INVOICE I             	              	0000000000000000	0000000000000000	1 	111156ABC                                         	15 INVOICE I                                                                	2053	0	1	  	TR4048634550084 	1111123412341315   74929004048000478934853 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000578934860 	0492053200	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000033115	0000000000033115	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	LID 	           123456789	15 INVOICE J             	  FR123456789 	0000000000000000	0000000000000000	1 	111156ABC                                         	15 INVOICE J                                                                	2053	0	1	  	TR4048634550085 	1111123412341315   74929004048000578934860 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000678934893 	0492053210	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000005316	0000000000005316	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	SUMM	    123456789       	15 INVOICE A             	              	0000000000000693	0000000000000000	1 	111156ABC                                         	15 INVOICE A                                                                	2053	0	1	  	TR4048634550086 	1111123412341315   74929004048000678934893 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000778934900 	0492053220	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000001725	0000000000001725	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	SUMM	    123456789       	15 INVOICE B             	              	0000000000000225	0000000000000000	1 	111156ABC                                         	15 INVOICE B                                                                	2053	0	1	  	TR4048634550087 	1111123412341315   74929004048000778934900 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000878934917 	0492053230	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000038082	0000000000038082	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	SUMM	    123456789       	15 INVOICE C             	              	0000000000004967	0000000000000000	1 	111156ABC                                         	15 INVOICE C                                                                	2053	0	1	  	TR4048634550088 	1111123412341315   74929004048000878934917 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048000978934924 	0492053240	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000002875	0000000000002875	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	SUMM	    123456789       	15 INVOICE D             	              	0000000000000375	0000000000000000	1 	111156ABC                                         	15 INVOICE D                                                                	2053	0	1	  	TR4048634550089 	1111123412341315   74929004048000978934924 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
1	1111123412341315   	02182014	74929004048001078934939 	0492053250	14049	492900	1932680                   	CHOCKS AWAY               	NORTHAMPTON   	    	00826	              	0000000000007500	0000000000007500	00826	4511	10	02172014	00826	0000000000000000	0000000000000000	 	        	SUMM	    123456789       	15 INVOICE E             	              	0000000000007500	0000000000000000	1 	111156ABC                                         	15 INVOICE E                                                                	2053	0	1	  	TR4048634550090 	1111123412341315   74929004048001078934939 02182014 	000000000000	1	  	1111432143217040   	000000000000000	000000000000000	  	0	0000000000	111156	N 	000000000000000	1	03142014	                    	                    	                    	                    	                    	90                  	                    	                    	                    	                    	                    	        	1	E 	          	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                                                                                                                                                                                                                                                                	                              	                              	                              	
9	0071592196	01700	02182014	05	0000000010	0000000003094436	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
8	0071592196	01700	02182014	06	0000000001	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
1	0071592196	BARCLAYCARD BUSINESS TEST ACC                                                   	PO BOX 3000                                                                     	TEESDALE BUSINESS PARK                                                          	STOCKTON ON TEES    	    	00826	TS17 6YG      	12312015	0000000000200000	2	BARCLAYCARD BUSINESS                    	0	01012008	                                                                                	0	                          	                          	                          	
9	0071592196	01700	02182014	06	0000000001	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
8	0071592196	01700	02182014	07	0000000189	0000000000000000	4.0       	10021373  	0000000012	3	IBM z/OS  	                          	                          	                          	
1	1111123412341315   	02182014	74929004048000178934823 	0492053170	00001	TR4048634550081 	9400            	         OFFICE FURNITURE 	0000000000400000	0000000000089500	           1	0000000000000000	000000	1	000150000	0000000000002685	0000000000033115	   PROD CODE	PURCHL	15 INVOICE F                                      	0000000000035207	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000178934823 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:+ ++
1	1111123412341315   	02182014	74929004048000278934830 	0492053180	00001	TR4048634550082 	4900            	               NEWSPAPERS 	0000000000600000	0000000000010000	        EACH	0000000000000000	000000	1	000000000	0000000000000000	0000000000006000	   PROD CODE	PURCHL	15 INVOICE G                                      	0000000000006000	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000278934830 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:+  +
1	1111123412341315   	02182014	74929004048000378934847 	0492054260	00001	TR4048634550083 	9400            	         OFFICE FURNITURE 	0000000000400000	0000000000089500	           1	0000000000000000	000000	1	000150000	0000000000002685	0000000000033115	   PROD CODE	PURCHL	15 CRDNOTE H                                      	0000000000038082	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000378934847 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:+ ++
1	1111123412341315   	02182014	74929004048000478934853 	0492053190	00001	TR4048634550084 	6660            	                INSURANCE 	0000000000010000	0000000000350000	        EACH	0000000000000000	000000	1	000000000	0000000000000000	0000000000003500	   PROD CODE	PURCHL	15 INVOICE I                                      	0000000000003500	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000478934853 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:+  +
1	1111123412341315   	02182014	74929004048000578934860 	0492053200	00001	TR4048634550085 	9400            	         OFFICE FURNITURE 	0000000000400000	0000000000089500	           1	0000000000000000	000000	1	000000000	0000000000002685	0000000000033115	   PROD CODE	PURCHL	15 INVOICE J                                      	0000000000033115	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000578934860 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:+ ++
1	1111123412341315   	02182014	74929004048000678934893 	0492053210	00001	TR4048634550086 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000150000	0000000000000000	0000000000004623	            	PURCHL	15 INVOICE A                                      	0000000000005316	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000678934893 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048000778934900 	0492053220	00001	TR4048634550087 	6362            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000150000	0000000000000000	0000000000001500	            	PURCHL	15 INVOICE B                                      	0000000000001725	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000778934900 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048000878934917 	0492053230	00001	TR4048634550088 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000150000	0000000000000000	0000000000033115	            	PURCHL	15 INVOICE C                                      	0000000000038082	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000878934917 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048000978934924 	0492053240	00001	TR4048634550089 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	0	000150000	0000000000000000	0000000000000000	            	PURCHL	15 INVOICE D                                      	0000000000002875	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000978934924 02182014 	1	  	VI        	                          	                          	
1	1111123412341315   	02182014	74929004048000978934924 	0492053240	00002	TR4048634550089 	6460            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000150000	0000000000000000	0000000000002500	            	PURCHL	15 INVOICE D                                      	0000000000002875	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048000978934924 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001078934939 	0492053250	00001	TR4048634550090 	9999            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000000000	0000000000000000	0000000000007500	            	PURCHL	15 INVOICE E                                      	0000000000007500	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001078934939 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001178934946 	0492053260	00001	TR4048634550091 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000150000	0000000000000000	0000000000033115	            	PURCHL	15 INVOICE F                                      	0000000000035207	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001178934946 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001278934952 	0492053270	00001	TR4048634550092 	4900            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000000000	0000000000000000	0000000000006000	            	PURCHL	15 INVOICE G                                      	0000000000006000	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001278934952 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001378934969 	0492054270	00001	TR4048634550093 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000150000	0000000000000000	0000000000033115	            	PURCHL	15 CRDNOTE H                                      	0000000000038082	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001378934969 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001478934976 	0492053280	00001	TR4048634550094 	6660            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000000000	0000000000000000	0000000000003500	            	PURCHL	15 INVOICE I                                      	0000000000003500	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001478934976 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001578934983 	0492053290	00001	TR4048634550095 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000000000	0000000000000000	0000000000033115	            	PURCHL	15 INVOICE J                                      	0000000000033115	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001578934983 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001678935013 	0492053300	00001	TR4048634550096 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000175000	0000000000000000	0000000000004623	            	PURCHL	17 INVOICE A                                      	0000000000005432	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001678935013 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001778935020 	0492053310	00001	TR4048634550097 	6362            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000175000	0000000000000000	0000000000001500	            	PURCHL	17 INVOICE B                                      	0000000000001763	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001778935020 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001878935037 	0492053320	00001	TR4048634550098 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000175000	0000000000000000	0000000000033115	            	PURCHL	17 INVOICE C                                      	0000000000038910	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001878935037 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048001978935044 	0492053330	00001	TR4048634550099 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	0	000175000	0000000000000000	0000000000000000	            	PURCHL	17 INVOICE D                                      	0000000000002938	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001978935044 02182014 	1	  	VI        	                          	                          	
1	1111123412341315   	02182014	74929004048001978935044 	0492053330	00002	TR4048634550099 	6460            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000175000	0000000000000000	0000000000002500	            	PURCHL	17 INVOICE D                                      	0000000000002938	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048001978935044 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048002078934002 	0492053660	00001	AA4048634550001 	                	Furniture A               	0000000000007500	0000000000724400	100m        	0000000000000708	000000	1	000150000	0000000000000000	0000000000005433	            	      	                                                  	0000000000005433	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002078934002 02182014 	0	  	          	0000000000                	00000000                  	                          #SIGNAGE:++ +
1	1111123412341315   	02182014	74929004048002078935058 	0492053340	00001	TR4048634550100 	9999            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000000000	0000000000000000	0000000000007500	            	PURCHL	17 INVOICE E                                      	0000000000007500	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002078935058 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048002178934019 	0492053670	00001	AA4048634550002 	                	Furniture B               	0000000000400000	0000000000023500	Each        	0000000000001134	000000	1	000150000	0000000000000000	0000000000008695	            	      	                                                  	0000000000008695	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002178934019 02182014 	0	  	          	0000000000                	00075000                  	                          #SIGNAGE:++ +
1	1111123412341315   	02182014	74929004048002178935065 	0492053350	00001	TR4048634550101 	9400            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000175000	0000000000000000	0000000000033115	            	PURCHL	17 INVOICE F                                      	0000000000035973	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002178935065 02182014 	1	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048002278934026 	0492053680	00001	AA4048634550003 	                	Furniture B               	0000000000400000	0000000000023500	Each        	0000000000001226	000000	0	000150000	0000000000000000	0000000000009400	            	      	                                                  	0000000000004700	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002278934026 02182014 	0	  	          	0000000000                	00000000                  	                          #SIGNAGE:++ +
1	1111123412341315   	02182014	74929004048002278934026 	0492053680	00002	AA4048634550003 	                	Software A                	0000000000010000	0000000000117500	Each        	0000000000000153	000000	0	000150000	0000000000000000	0000000000001175	            	      	                                                  	0000000000004700	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002278934026 02182014 	0	  	          	0000000000                	00000000                  	                          #SIGNAGE:++ +
1	1111123412341315   	02182014	74929004048002278934026 	0492053680	00003	AA4048634550003 	                	Software B                	0000000000010000	0000000000587500	100m        	0000000000000766	000000	1	000150000	0000000000000000	0000000000005875	            	      	                                                  	0000000000004700	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002278934026 02182014 	0	  	          	0000000000                	00000000                  	                          #SIGNAGE:-- -
1	1111123412341315   	02182014	74929004048002278935072 	0492053360	00001	TR4048634550102 	4900            	                          	0000000000000000	0000000000000000	            	0000000000000000	000000	1	000000000	0000000000000000	0000000000006000	            	PURCHL	17 INVOICE G                                      	0000000000006000	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002278935072 02182014 	0	  	VI        	                          	                          	                          #SIGNAGE:   +
1	1111123412341315   	02182014	74929004048002378934033 	0492053690	00001	AA4048634550004 	                	Furniture C               	0000000000050000	0000000000000000	FOC         	0000000000000000	000000	0	000150000	0000000000000000	0000000000000000	            	      	                                                  	0000000000002350	02172014	4511	CHOCKS AWAY               	              	1111123412341315   74929004048002378934033 02182014 	0	  	          	0000000000                	00000000                  	
